Unnamed: 0,Name,Profile,Followers,Country,Topic of Influence,JSON Downloaded,All posts downloaded,TotalPosts,Completed,Unnamed: 10,Unnamed: 11,Unnamed: 12,JSON STATUS OLD
1336,Celia Lora,@celi_lora,10.2M,Mexico,"Fashion, Modeling, Publishing",1,,8135.0,512.0,,,,
1337,Валерия Чекалина,@ler_chek,10.2M,Russia,"Beauty and Self Care, family, Lifestyle, Celebrities",99,,,,,,,
1338,Елена Сажина,@helen_yes1,10.2M,Russia,"family, Romance and Wedding, Automotive, Moms",99,,,,,,,
1339,Pitbull,@pitbull,10.2M,,"Entertainment and Music, Education, Business and Finance, Music",99,,,,,,,
1340,Cut Meyriska,@cutratumeyriska,10.2M,Indonesia,Modeling,99,,,,,,,
1341,Gary Vay-Ner-Chuk,@garyvee,10.2M,United States,"Finance, Upskilling, Entertainment and Music, Business and Finance",99,,,,,,,
1342,Lina Tejeiro.,@linatejeiro,10.2M,Colombia,"Acting and Drama, Actors, Virtualization, Journalists",99,,,,,,,
1343,Bela Fernandes,@bela_fernandesoficial,10.2M,,,99,,,,,,,
1344,Jackie Appiah,@jackieappiah,10.2M,Ghana,"Modeling, Art, Fashion",99,,,,,,,
1345,Lívia Andrade,@liviaandradereal,10.2M,Brazil,"Fashion and Accessories, Artists, Humor, Celebrities",1,,,,,,,
1346,Kate Clapp / Катя Клэп,@kateclapp,10.2M,Russia,"Entertainment and Music, Funny, Video Blogger",99,,,,,,,
1347,İbrahim Yılmaz️,@ibrahimyilmazofficial,10.2M,,,99,,,,,,,
1348,David Warner,@davidwarner31,10.2M,Australia,"family, Cricket",99,,,,,,,
1349,Serna Amini,@serna_amini,10.2M,,"Art, Artist",99,,,,,,,
1350,Yeri,@yerimiese,10.2M,,,99,,,,,,,
1351,Nawazuddin Siddiqui,@nawazuddin._siddiqui,10.2M,India,Actors,0,,,,,,,
1352,Trent Alexander-Arnold,@trentarnold66,10.2M,,Sports,0,,,,,,,
1353,Woonsen,@vjwoonsen,10.2M,Thailand,"Pets, Actors",0,,,,,,,
1354,Sandara Park,@daraxxi,10.2M,Philippines,"Actors, Music of Asia, Singer",0,,,,,,,
1355,Sarcasm,@sarcastic_us,10.2M,,"Entertainment and Music, Funny, News, Band",0,,,,,,,
1356,JukiLop,@juki_lop,10.2M,,"Entertainment and Music, Actors, Music, Modeling",0,,,,,,,
1357,DEMET AKALIN,@demetakalin,10.1M,Turkey,"Entertainment and Music, Music, Singer",0,,,,,,,
1358,Factsdailyy,@factsdailyy,10.1M,,"Education, Entertainment and Music, Funny",0,,,,,,,
1359,A N A D E A R M A S,@ana_d_armas,10.1M,Cuba,"Acting and Drama, Celebrity, Actors, Modeling",0,,,,,,,
1360,CAMILA COELHO,@camilacoelho,10.1M,Brazil,"Beauty and Self Care, Video Blogger",0,,,,,,,
1361,Casandra Fine,@cassie,10.1M,,Singer,0,,,,,,,
1362,Lio Ferro,@lionelferro,10.1M,,"Entertainment and Music, Celebrity, Marketing and Advertising, Actors",0,,,,,,,
1363,LaMelo Ball,@melo,10.1M,United States,"Entertainment and Music, Public Figure",0,,,,,,,
1364,Ignacia Hernandez👑,@ignaciaa_antonia,10.1M,Mexico,"Fashion and Accessories, Actors",0,,,,,,,
1365,Taha Özer,@tahaozer,10.1M,,Photography,0,,,,,,,
1366,stefan william,@stefannwilliam,10.1M,Indonesia,"Auto and Vehicles, Celebrity, Actors",1,,331.0,331.0,,,,
1367,LANA DEL REY,@honeymoon,10.1M,United States,Entertainment and Music,0,,,,,,,
1368,VADO D’GREAT🎙,@kizzdaniel,10.1M,,"Entertainment and Music, Singer, Music",0,,,,,,,
1369,Al Ahly SC,@alahlyegypt,10.1M,Egypt,"Sports, Entertainment and Music, Soccer",0,,,,,,,
1370,David Guetta,@davidguetta,10.1M,France,"Entertainment and Music, Music, DJ, Producers",0,,,,,,,
1371,Raline Shah,@ralineshah,10.1M,Indonesia,"Travel, Celebrity, Actors",0,,,,,,,
1372,Xand Avião,@xandaviao,10.1M,,"Entertainment and Music, Singer",0,,,,,,,
1373,𝓜𝓪𝓲 𝓔𝔃𝔃 𝓔𝓵𝓭𝓲𝓷,@maiezzeldin,10.1M,Egypt,"Acting and Drama, Celebrity",0,,,,,,,
1374,Chicago Bulls,@chicagobulls,10.1M,United States,"Sports, Basketball, Sports Team, Creators & Celebrities",0,,,,,,,
1375,Laura,@lauramarano,10.1M,,"Entertainment and Music, Music, Modeling, Singer",1,,140.0,43.0,,,,
1376,Surbhi Jyoti,@surbhijyoti,10.1M,India,"Acting and Drama, Entertainment and Music, Celebrity, Actors",0,,,,,,,
1377,Serenay Sarıkaya,@serenayss,10.1M,Turkey,"Celebrity, Actors, Modeling, Actor",0,,,,,,,
1378,Usain St.Leo Bolt,@usainbolt,10.1M,Jamaica,"Sports, Athlete, Creators & Celebrities",1,,2350.0,501.0,,,,
1379,Nazaré Amarga,@nazareamarga,10.1M,,"Entertainment and Music, Quotes, Health & Fitness, Celebrities",0,,,,,,,
1380,BY PAMELLA ✨🧿,@bypamella,10.1M,Brazil,"Beauty and Self Care, Video Blogger, Film, Music & Books",0,,,,,,,
1381,Kate del Castillo,@katedelcastillo,10.1M,Mexico,Actors,0,,,,,,,
1382,The ComeBack Kid 🫡,@richthekid,10M,,"Entertainment and Music, Singer, Film, Music & Books, Humor",0,,,,,,,
1383,Anya Taylor-Joy,@anyataylorjoy,10M,United Kingdom,"Entertainment and Music, Actors, Modeling, Singer",0,,,,,,,
1384,Upasana Kamineni Konidela,@upasanakaminenikonidela,10M,India,"Fitness and Health, Food, Lifestyle",0,,,,,,,
1385,Shilole,@officialshilole,10M,Tanzania,Music,0,,,,,,,
1386,Ramadan Sobhy,@ramadansobhi51,10M,Egypt,Soccer,0,,,,,,,
1387,TakeOff🚀,@yrntakeoff,10M,,"Entertainment and Music, Music, Entertainment, Singer",0,,,,,,,
1388,Mc Livinho,@mclivinho,10M,Brazil,"Entertainment and Music, Music",0,,,,,,,
1389,BOIADEIRA ®,@anacastelacantora,10M,Brazil,Music,0,,,,,,,
1390,BOLOLO 🫶🏽,@imcryansp,10M,Brazil,,0,,,,,,,
1391,SOFIA,@iamsofiaandres,10M,,"Fashion and Accessories, Food, family, Arts and Crafts",0,,,,,,,
1392,Naomi Watanabe,@watanabenaomi703,10M,United States,"Entertainment and Music, Celebrity, Food, Modeling",0,,,,,,,
1393,Pia Mia,@piamia,10M,Guam,"Music, Fashion, Beauty, Celebrities",0,,,,,,,
1394,Matthew Perry,@mattyperry4,10M,United States,Acting and Drama,0,,,,,,,
1395,Sakura Miyawaki,@39saku_chan,10M,Japan,Entertainment and Music,0,,,,,,,
1396,djsnake,@djsnake,10M,,"Entertainment and Music, Music, DJ",0,,,,,,,
1397,anju,@anjali_yadav15,10M,,Funny,0,,,,,,,
1398,Melissa Hutchison,@melissapmarizzle,10M,,Romance and Wedding,0,,,,,,,
1399,,@boy_pakorn,10M,,"Celebrity, Modeling, Lifestyle",1,,8952.0,501.0,,,,
1400,Marjorie De Sousa 💜,@marjodsousa,10M,Venezuela,Acting and Drama,0,,,,,,,
1401,Анна Хилькевич,@annakhilkevich,10M,Russia,"Acting and Drama, Actors",0,,,,,,,
1402,Elnaz Shakerdoost🎬,@elnazshakerdoost,10M,Iran,"Acting and Drama, Entertainment and Music, Actors",0,,,,,,,
1403,Rafael Uccman,@rafaeluccman,10M,,"Beauty, Lifestyle, Celebrities, Health & Fitness",1,,1253.0,501.0,,,,
1404,Phil Sokowicz,@ps,10M,,,0,,,,,,,
1405,Miranda Cosgrove,@mirandacosgrove,9.9M,United States,"Entertainment and Music, Singer, Actors, Lifestyle",0,,,,,,,
1406,David Goggins,@davidgoggins,9.9M,United States,"Fitness and Health, Parenting, Coaching, Training",1,,447.0,447.0,,,,
1407,ANGELA WHITE,@theangelawhite,9.9M,Australia,"Entertainment and Music, Romance and Wedding, Actors, Modeling",0,,,,,,,
1408,Ibai,@ibaillanos,9.9M,Spain,"Education, Soccer, Actors",0,,,,,,,
1409,•Jumana Murad•,@jumana.mourad,9.9M,,"Acting and Drama, Celebrity, Actors",0,,,,,,,
1410,Juan Cuadrado,@cuadrado,9.9M,Colombia,Sports,0,,,,,,,
1411,Vegas Dave 🏈⚾️🏀🏒,@itsvegasdave,9.9M,Mexico,"Sports, Finance, Auto and Vehicles, Business and Finance",0,,,,,,,
1412,Minal Ahsan,@minalkhan.official,9.9M,,"Entertainment and Music, Celebrity, Business and Finance, Modeling",0,,,,,,,
1413,Patt Napapa T.,@pat_napapa,9.9M,Thailand,"Acting and Drama, Celebrity, Actors, TV Shows",0,,,,,,,
1414,Jim Parsons,@therealjimparsons,9.9M,United States,"Art, Actors, Humor",0,,,,,,,
1415,David Harbour,@dkharbour,9.9M,United States,"Acting and Drama, Funny, Parenting, Actors",0,,,,,,,
1416,Corinthians,@corinthians,9.9M,Brazil,Soccer,0,,,,,,,
1417,,@matue,9.9M,,"Entertainment and Music, Music",0,,,,,,,
1418,Eva Longoria Baston,@evalongoria,9.9M,United States,"Food, Auto and Vehicles, Celebrity, Actors",0,,,,,,,
1419,Ivana Alawi,@ivanaalawi,9.9M,Philippines,"Entertainment and Music, Beauty and Self Care, Business and Finance, Celebrity",0,,,,,,,
1420,12 💙,@jamorant,9.8M,,"Fashion and Accessories, Athlete",0,,,,,,,
1421,England football team,@england,9.8M,United Kingdom,Sports,0,,,,,,,
1422,Naturesms,@naturesms,9.8M,United States,"Travel, Art",0,,,,,,,
1423,Johnny Suh,@johnnyjsuh,9.8M,,"Entertainment and Music, Animation and Cosplay",0,,,,,,,
1424,Lyna Perez,@lynaritaa,9.8M,United States,"Outdoor Activity, Fashion and Accessories, Bikini, Modeling",0,,,,,,,
1425,Camilla de Lucas,@camilladelucas,9.8M,Brazil,"Entertainment and Music, Automotive, Hair & Beauty",0,,,,,,,
1426,Jadon Sancho,@sanchooo10,9.8M,Germany,"Sports, Soccer",0,,,,,,,
1427,SHINee KEY,@bumkeyk,9.8M,South Korea,"Entertainment and Music, Singer",1,,2980.0,412.0,,,,
1428,Nicole Kidman,@nicolekidman,9.8M,Australia,"Acting and Drama, Actors",0,,,,,,,
1429,Maisie Williams,@maisie_williams,9.8M,United Kingdom,"Entertainment and Music, Modeling, TV Shows, Actors",0,,,,,,,
1430,Karina Bacchi,@karinabacchi,9.8M,Brazil,"Fashion and Accessories, Romance and Wedding, Actors",0,,,,,,,
1431,Sajal Ali,@sajalaly,9.8M,Pakistan,"Acting and Drama, Celebrity, Modeling, Actors",0,,,,,,,
1432,Sofia Ansari,@sofia9__official,9.8M,India,"Fashion and Accessories, Beauty and Self Care, Modeling, Actors",0,,,,,,,
1433,박진영,@jinyoung_0922jy,9.7M,Thailand,"Music, Music of Asia, Band",0,,,,,,,
1434,Cagatay Ulusoy,@cagatayulusoy,9.7M,Turkey,Art,0,,,,,,,
1435,Mohamed Alsalim - محمد السالم,@mohamedalsalim,9.7M,United Arab Emirates,"Entertainment and Music, Singer",0,,,,,,,
1436,Ajay Keswani,@ajaykeswaniofficial,9.7M,United Arab Emirates,"Entertainment and Music, Singer, Music, Songwriting",0,,,,,,,
1437,Andrea Pirlo Official,@andreapirlo21,9.7M,Italy,"Sports, Soccer",0,,,,,,,
1438,Gabbi Garcia ♡,@gabbi,9.7M,Philippines,Food,1,,4590.0,501.0,,,,
1439,Ashnoor Kaur,@ashnoorkaur,9.7M,India,"Celebrity, Actors, Modeling",0,,,,,,,
1440,Sami Khedira,@sami_khedira6,9.7M,Germany,Sports,0,,,,,,,
1441,Cátia Damasceno,@catiadamasceno,9.7M,,Fitness and Health,0,,,,,,,
1442,김선호,@seonho__kim,9.7M,South Korea,"Celebrity, Gym, Modeling",0,,,,,,,
1443,Shilpa Sethi,@ms.sethii,9.7M,United States,Fashion and Accessories,0,,,,,,,
1444,Tom Hardy,@tomhardy,9.7M,United Kingdom,Actors,0,,,,,,,
1445,Cultura Positiva,@culturapositiva,9.7M,,Life and Society,0,,,,,,,
1446,Kareena Kapoor Khan,@kareenakapoorkhan,9.7M,India,Celebrity,0,,,,,,,
1447,Dunia Batma 🇲🇦 🎤,@dunia_batma,9.7M,Morocco,"Art, Singer",0,,,,,,,
1448,Faiz Baloch,@faizbaloch_07,9.7M,India,"Fashion, Beauty",0,,,,,,,
1449,Alan Walker,@alanwalkermusic,9.7M,Norway,"Entertainment and Music, Music, Singer, Songwriting",0,,,,,,,
1450,enaastaleb_إيناس طالب🇮🇶,@enaastaleb,9.7M,Iraq,"Acting and Drama, family, Books, Celebrity",0,,,,,,,
1451,Christian Nodal 🇲🇽 🌵💚,@nodal,9.7M,Mexico,Music,0,,,,,,,
1452,SEX!!,@thuggerthugger1,9.7M,,"Entertainment and Music, Music, Entertainment",0,,,,,,,
1453,Founder: Shift Pemuda Hijrah movement,@hanan_attaki,9.7M,Indonesia,"Education, Upskilling",0,,,,,,,
1454,Vishal Pandey🇮🇳,@vishalpandey_21,9.6M,India,,0,,,,,,,
1455,Zouhair Bahaoui,@zouhairbahaoui,9.6M,Morocco,"Entertainment and Music, Singer, Music",0,,,,,,,
1456,Michael Ronda,@michaelronda,9.6M,,"Acting and Drama, Actors, Music",0,,,,,,,
1457,Igor Jansen,@igorjansen,9.6M,,"Entertainment and Music, Actors",0,,,,,,,
1458,KONDEBOY,@harmonize_tz,9.6M,Tanzania,"Entertainment and Music, Business and Finance, Music, Singer",0,,,,,,,
1459,Ксения Собчак,@xenia_sobchak,9.6M,Russia,"Art, Politics, Celebrities",0,,,,,,,
1460,Celeste Barber,@celestebarber,9.6M,Australia,"Entertainment and Music, Funny, Celebrity, Writers",0,,,,,,,
1461,Ariel Tatum,@arieltatum,9.6M,Indonesia,"Acting and Drama, Beauty and Self Care, Celebrity, Actors",0,,,,,,,
1462,Martin Lawrence,@martinlawrence,9.6M,United States,"Entertainment and Music, Actors",0,,,,,,,
1463,Renato Garcia,@renatogarciayt,9.6M,Brazil,"Entertainment and Music, Lifestyle",1,,1666.0,501.0,,,,
1464,Kaia,@kaiagerber,9.6M,,"Fashion, Modeling, Fashion Design",0,,,,,,,
1465,Tom Hanks,@tomhanks,9.6M,United States,"Entertainment and Music, Celebrity, Actors, Writers",0,,,,,,,
1466,이도현,@ldh_sky,9.6M,,,0,,,,,,,
1467,Tio Tequila,@adekunlegold,9.6M,Mexico,"Entertainment and Music, Music, Entertainment, Singer",0,,,,,,,
1468,FC Barcelona B,@fcbarcelonab,9.6M,Spain,"Sports, Food and Drink",0,,,,,,,
1469,Marko > Comedia Viral,@marko,9.6M,,"Entertainment and Music, Funny, Celebrity",0,,,,,,,
1470,Coleen Garcia Crawford,@coleen,9.6M,Philippines,"Celebrity, Modeling",0,,,,,,,
1471,Abella Danger,@dangershewrote,9.6M,United States,Actors,0,,,,,,,
1472,Cosculluela,@cosculluela,9.6M,Puerto Rico,"Entertainment and Music, Actors",0,,,,,,,
1473,ANNE-MARIE,@annemarie,9.6M,,"Entertainment and Music, Parenting, Singer, Music",0,,,,,,,
1474,Shadmehr Aghili,@realshadmehr,9.6M,Iran,"Entertainment and Music, Music, Singer, Musician",0,,,,,,,
1475,Babo Cartel de santa,@babo_cartel,9.6M,Mexico,"Music, Piercing",0,,,,,,,
1476,Angel Lelga S.E 🇨🇳🇳🇱🇮🇩,@angellelga,9.6M,Indonesia,"Fashion and Accessories, Celebrity, Business and Finance, Moms",1,,868.0,501.0,,,,
1477,Kangana Ranaut,@kanganaranaut,9.6M,,"Celebrity, Actors",0,,,,,,,
1478,Gauahar Khan,@gauaharkhan,9.6M,India,"Fashion, Modeling, Art",0,,,,,,,
1479,Rodolffo Matthaus,@irodolffo,9.5M,Brazil,Music,0,,,,,,,
1480,Tom Ellis,@officialtomellis,9.5M,United Kingdom,"Entertainment and Music, Celebrity, Actors",0,,,,,,,
1481,김세정,@clean_0828,9.5M,,,0,,,,,,,
1482,Dr. Fia Johansson,@persianmedium,9.5M,,"Education, Upskilling, Celebrity, Soul",0,,,,,,,
1483,Carla Diaz,@carladiaz,9.5M,Brazil,"Acting and Drama, Celebrity, Actors, Animals & Pets",0,,,,,,,
1484,채영 (CHAEYOUNG),@chaeyo.0,9.5M,South Korea,Music,0,,,,,,,
1485,Jamie Oliver,@jamieoliver,9.5M,United States,"Food, Product Education, Food and Drink",0,,,,,,,
1486,Giovanna Lancellotti,@gilancellotti,9.5M,Brazil,Acting and Drama,0,,,,,,,
1487,Queen Naija,@queennaija,9.5M,United States,"Entertainment and Music, Romance and Wedding, Parenting, Music",0,,,,,,,
1488,Draya Michele,@drayamichele,9.5M,United States,"Fashion and Accessories, Celebrity, Modeling, Styling",0,,,,,,,
1489,Fenerbahçe,@fenerbahce,9.5M,Turkey,"Sports, Automotive, Basketball",99,,,,,,,
1490,Дмитрий Нагиев,@nagiev.universal,9.5M,Russia,Actors,0,,,,,,,
1491,NAUGHTYWORLD,@naughtyworld_,9.5M,,,0,,,,,,,
1492,Mrunal Thakur,@mrunalthakur,9.5M,India,"Fashion and Accessories, Entertainment and Music, Medical Health, Modeling",0,,,,,,,
1493,Piyanka Mongia,@piyanka_mongia,9.5M,,"Fashion and Accessories, Beauty and Self Care",0,,,,,,,
1494,Falz TheBahdGuy,@falzthebahdguy,9.5M,Nigeria,"Entertainment and Music, Celebrity, Entertainment, Music",0,,,,,,,
1495,CHUI... 🐯,@rayvanny,9.5M,Tanzania,"Entertainment and Music, Business and Finance, Singer, Music",0,,,,,,,
1496,📲,@centralcee,9.5M,,"Entertainment and Music, Business and Finance, Music, Singer",0,,,,,,,
1497,Jo Lindner,@joesthetics,9.5M,,"Fitness and Health, Fashion and Accessories, Gym, Training",0,,,,,,,
1498,JLingz,@jesselingard,9.5M,United Kingdom,"Sports, Soccer",0,,,,,,,
1499,The HELPINGHAND,@shivammalik09,9.5M,,,0,,,,,,,
1500,Damian Lillard,@damianlillard,9.5M,United States,"Entertainment and Music, Sports",0,,,,,,,
1501,jordyn jones 💛,@jordynjones,9.4M,United States,"Fashion and Accessories, Entertainment and Music, Celebrities",0,,,,,,,
1502,Karely Ruiz,@karelyruiz,9.4M,Mexico,Fashion and Accessories,0,,,,,,,
1503,Leigh-Anne Pinnock,@leighannepinnock,9.4M,,"Fashion and Accessories, Music",0,,,,,,,
1504,DON OMAR aka KONG,@donomar,9.4M,United States,"Entertainment and Music, Actors",0,,,,,,,
1505,Burcu Özberk,@burcuozberk,9.4M,,"Celebrity, Actors",0,,,,,,,
1506,,@vanessagiacomo,9.4M,Brazil,"Acting and Drama, family, Fashion and Accessories, Celebrity",0,,,,,,,
1507,Nadin Serovski,@nadin_serovski,9.4M,,"Finance, Books",1,,2222.0,501.0,,,,
1508,Alexa Dellanos,@alexadellanos,9.4M,United States,Fashion and Accessories,0,,,,,,,
1509,Matheus Yurley,@matheusyurley,9.4M,,"Acting and Drama, family, Entertainment and Music, Video Blogger",0,,,,,,,
1510,سحر قريشى Sahar Ghoreyshi,@saharghoreyshiofficialpage,9.4M,,"Entertainment and Music, Romance and Wedding",0,,,,,,,
1511,Sanjay Dutt,@duttsanjay,9.4M,India,"Entertainment and Music, Actors, Music, Modeling",0,,,,,,,
1512,Issa Vegas ✨,@issavegas,9.4M,United States,"Fitness and Health, Coaching, Gym",0,,,,,,,
1513,Sunny Nanasaheb Waghchoure🧿,@realsunnynanasahebwaghchoure,9.4M,India,Entertainment and Music,0,,,,,,,
1514,Duda Reis,@dudareisb,9.4M,Brazil,"Entertainment and Music, Cars & Motorcycles, Celebrities, Film, Music & Books",0,,,,,,,
1515,j i f f p o m,@jiffpom,9.4M,United States,"Pets, TV Shows, Animation, Dogs",0,,,,,,,
1516,Kat Von D,@thekatvond,9.4M,United States,"Beauty and Self Care, Arts and Crafts, Lifestyle",0,,,,,,,
1517,,@kellyrohrbach,9.4M,,"Life and Society, Modeling",0,,,,,,,
1518,Daily Art 🎨,@dailyart,9.4M,,"Arts and Crafts, Drawing, Illustrator, Design",0,,,,,,,
1519,장원영 WONYOUNG,@for_everyoung10,9.3M,South Korea,,0,,,,,,,
1520,미나 (MINA),@mina_sr_my,9.3M,South Korea,,0,,,,,,,
1521,falcao12oficial,@falcao12oficial,9.3M,Brazil,"Sports, Soccer",1,,3024.0,412.0,,,,
1522,Christina Aguilera,@xtina,9.3M,United States,"Entertainment and Music, Music, Singer, Dance",0,,,,,,,
1523,Ticiane Pinheiro 🅰️+,@ticipinheiro,9.3M,Brazil,"Entertainment and Music, Humor",0,,,,,,,
1524,,@katieangeltv,9.3M,,"Animals, Entertainment and Music, Music, Actors",0,,,,,,,
1525,Pamela Reif,@pamela_rf,9.3M,Germany,"Beauty and Self Care, Food, Food and Drink, Modeling",0,,,,,,,
1526,Louis💐,@louispartridge_,9.3M,,,0,,,,,,,
1527,Mathilde,@mathildtantot,9.3M,France,"Fashion and Accessories, Bikini, Modeling",0,,,,,,,
1528,CAELi,@caeliyt,9.3M,,"Entertainment and Music, Actors, Modeling, Lifestyle",0,,,,,,,
1529,Florence Pugh,@florencepugh,9.3M,United Kingdom,"Entertainment and Music, Acting and Drama, Celebrity, Actors",0,,,,,,,
1530,Cuppy,@cuppymusic,9.3M,,"Food, Entertainment and Music, Singer, Entertainment",1,,5028.0,501.0,,,,
1531,Zoë Sugg,@zoesugg,9.3M,United Kingdom,"Fashion and Accessories, Entertainment and Music, Business and Finance, Video Blogger",0,,,,,,,
1532,Phil Foden,@philfoden,9.3M,United Kingdom,"Sports, Soccer",0,,,,,,,
1533,Максим Галкин,@maxgalkinru,9.3M,Russia,"Entertainment and Music, TV Host",0,,,,,,,
1534,Гарик Харламов,@garikkharlamov,9.3M,Russia,"Entertainment and Music, Humor",1,,2817.0,501.0,,,,
1535,LukasRuiz,@vintageculture,9.3M,,"Entertainment and Music, Music, Singer",1,,3242.0,501.0,,,,
1536,,@bryant,9.3M,,Fashion and Accessories,0,,,,,,,
1537,NishaGuragain,@iamnishaguragain,9.3M,India,Entertainment and Music,0,,,,,,,
1538,Pr Claudio Duarte,@claudioduarte,9.3M,Brazil,Education,0,,,,,,,
1539,ANDREA VALDIRI 🇨🇴,@andreavaldirisos,9.3M,Colombia,"family, Education, Actors, Modeling",0,,,,,,,
1540,Young Metro 3 Times 💔,@metroboomin,9.3M,,"Entertainment and Music, Singer",0,,,,,,,
1541,Surya Kumar Yadav (SKY),@surya_14kumar,9.3M,India,Beauty,1,,1146.0,212.0,,,,
1542,Dr. Mahra Lutfi د. مهره لطفي,@missglobalpeace,9.2M,Brazil,"Health and Medical Services, Medical Health, Modeling",0,,,,,,,
1543,Nupur Sanon,@nupursanon,9.2M,,"Entertainment and Music, Arts and Crafts, Modeling",0,,,,,,,
1544,Dylan Sprouse,@dylansprouse,9.2M,United States,Actors,0,,,,,,,
1545,Thaila Ayala,@thailaayala,9.2M,Brazil,"Acting and Drama, Celebrity, Actors, Celebrities",0,,,,,,,
1546,Sandiaga Salahuddin Uno,@sandiuno,9.2M,Indonesia,"Business and Finance, Entrepreneur",0,,,,,,,
1547,Daniel Carvajal,@dani.carvajal.2,9.2M,Spain,"Soccer, Actors",0,,,,,,,
1548,kavita,@kavita_kumari__,9.2M,,,0,,,,,,,
1549,⚡️ A R ⚡️,@abigailratchford,9.2M,United States,"Fashion and Accessories, Celebrity, Modeling, Film, Music & Books",0,,,,,,,
1550,Tupac Shakur,@2pac,9.2M,United States,"Entertainment and Music, Parenting, Music, Entertainment",0,,,,,,,
1551,MIRELA JANIS 🍦,@mirelajanis,9.2M,Brazil,"Finance, Music, Choreographer, Dance",0,,,,,,,
1552,Ploy Chermarn,@chermarn,9.2M,Thailand,"Entertainment and Music, Celebrity, Actors, Actor",0,,,,,,,
1553,Jimena V. Sanchez,@jimenasanchezmx,9.2M,Mexico,"Entertainment and Music, Sports, Actors",0,,,,,,,
1554,Today Years Old,@todayyearsold,9.2M,,"Entertainment and Music, Marketing and Advertising, Celebrity, News",0,,,,,,,
1555,Stella!,@stellamaxwell,9.2M,,"Fashion and Accessories, Celebrity, Modeling, Lifestyle",0,,,,,,,
1556,Siti Nurhaliza Tarudin,@ctdk,9.2M,Malaysia,"Entertainment and Music, Music, Singer, Artist",0,,,,,,,
1557,Yuki Kato,@yukikt,9.2M,Indonesia,"Finance, Celebrity, Actors",0,,,,,,,
1558,Drunk People Doing Things,@drunkpeopledoingthings,9.2M,,"Entertainment and Music, Funny",0,,,,,,,
1559,Allu Sneha Reddy,@allusnehareddy,9.2M,India,"Business and Finance, Food and Drink, Travel, Food",0,,,,,,,
1560,Sue Dodd,@sueannadoodles,9.2M,,"Entertainment and Music, Celebrity, Modeling",0,,,,,,,
1561,Agus Bernasconi,@agusbernasconi07,9.2M,Argentina,"Actors, Music",0,,,,,,,
1562,Behati Prinsloo Levine,@behatiprinsloo,9.2M,Namibia,"Nature, Animals, Lifestyle, Modeling",0,,,,,,,
1563,Dian Sastrowardoyo,@therealdisastr,9.1M,Indonesia,"Acting and Drama, family, Outdoor Activity, Education",0,,,,,,,
1564,Marco Verratti,@marco_verratti92,9.1M,Italy,"Sports, Soccer",0,,,,,,,
1565,the gunner,@machinegunkelly,9.1M,United States,Singer,0,,,,,,,
1566,HWASA,@_mariahwasa,9.1M,,,0,,,,,,,
1567,El Mariana,@elmarianaa,9.1M,,Entertainment and Music,0,,,,,,,
1568,Cinta Laura Kiehl,@claurakiehl,9.1M,Indonesia,"Entertainment and Music, Celebrity, Modeling, Singer",0,,,,,,,
1569,Willian Borges Da Silva,@willianborges88,9.1M,Brazil,Soccer,0,,,,,,,
1570,Mariam Grigoryan,@mariamgrigoryanofficial,9.1M,,"Fashion and Accessories, Beauty and Self Care, Celebrity, Modeling",1,,1032.0,262.0,,,,
1571,WayV,@wayvofficial,9.1M,South Korea,"Entertainment and Music, Modeling",0,,,,,,,
1572,Brooklyn and Bailey,@brooklynandbailey,9.1M,United States,"Fashion and Accessories, Beauty and Self Care",99,,3630.0,2003.0,,,,
1573,Pipe Bueno,@pipebueno,9.1M,Colombia,"Entertainment and Music, Actors, Music",0,,,,,,,
